,feature,scores,pvalues,support
8369,MED_Benzodiazepine_Hypnotics,143.77972915510364,1.4094453985113928e-32,True
8370,MED_Benzodiazepines,72.73816860356212,2.0641645796360875e-17,True
8403,MED_Cephalosporins__2nd_Generation,96.40312057521096,1.6702554952506828e-22,True
8448,MED_Fluoroquinolones,72.58171299397777,2.2313374241568944e-17,True
8454,MED_Genitourinary_Irrigants,84.5342729772715,5.901030151611789e-20,True
8459,MED_H2_Antagonists,91.45765113461546,1.919647702421981e-21,True
8465,MED_Heparins_And_HeparinoidLike_Agents,130.94134633652737,7.320784564169607e-30,True
8487,MED_Irrigation_Solutions,240.49993519734392,9.853799858140536e-53,True
8500,MED_Loop_Diuretics,73.93055363917489,1.1404068712110248e-17,True
8501,MED_Low_Molecular_Weight_Heparins,358.22468427019504,1.2943927979900292e-76,True
8537,MED_Nondepolarizing_Muscle_Relaxants,140.22543252058003,7.940059729463745e-32,True
8539,MED_Nonsteroidal_Antiinflammatory_Agents_NSAIDs,64.95040764067411,1.0023315662458159e-15,True
8555,MED_Opioid_Agonists,281.28341645131917,4.395696077622476e-61,True
8577,MED_Potassium,75.38194958508872,5.540801830292312e-18,True
8587,MED_Proton_Pump_Inhibitors,180.26371050014228,3.058084134797233e-40,True
8595,MED_Radiographic_Contrast_Media__Iodinated,486.8337420133382,5.853562266423322e-102,True
8614,MED_Sodium,96.43525197833166,1.6439895521751532e-22,True
8656,MED_Vasopressin,60.578683056539965,8.91761318909728e-15,True
