,feature,scores,pvalues,support
486,LAB_LG32885-2_amax,155.99652238087367,3.7519682322207996e-35,True
488,LAB_LG32892-8_mean,192.18738996284844,9.9356100926412e-43,True
489,LAB_LG32892-8_median,163.71741276656095,8.94416061342846e-37,True
490,LAB_LG32892-8_amax,459.7998384211284,1.0794381539710507e-96,True
531,LAB_LG4454-7_amin,72.68844409917168,2.115889583463089e-17,True
534,LAB_LG4454-7_amax,92.90746896056936,9.378903356889008e-22,True
535,LAB_LG44868-4_amin,137.17963030714864,3.497856700472185e-31,True
536,LAB_LG44868-4_mean,77.51203768371161,1.9223393344067412e-18,True
537,LAB_LG44868-4_median,81.96738809675008,2.1060782677818112e-19,True
539,LAB_LG46237-0_amin,84.42662036296714,6.224297451974056e-20,True
583,LAB_LG5465-2_amin,187.07873559904124,1.1542943155672967e-41,True
584,LAB_LG5465-2_mean,176.07948981788064,2.2934648791515314e-39,True
585,LAB_LG5465-2_median,184.53979291899026,3.9102526192432087e-41,True
586,LAB_LG5465-2_amax,124.20383710944087,1.9667612290715139e-28,True
588,LAB_LG5665-7_mean,77.54195285264818,1.8939834809238777e-18,True
589,LAB_LG5665-7_median,72.49217385535076,2.333038366625052e-17,True
590,LAB_LG5665-7_amax,87.30998324615662,1.492887243902322e-20,True
606,LAB_LG6039-4_amax,58.70117278520108,2.2831731232251638e-14,True
607,LAB_LG6165-7_amin,61.04333788544256,7.067442114649689e-15,True
609,LAB_LG6165-7_median,58.718768260595496,2.2631360595127183e-14,True
619,LAB_LG6373-7_amin,214.56343906937485,2.2316293811126903e-47,True
647,LAB_LG7247-2_amin,100.59965913813646,2.110336775822479e-23,True
691,LAB_LG40868-8_amin,63.770758539353196,1.8069864065222985e-15,True
692,LAB_LG40868-8_mean,78.78350438370178,1.0223343120673618e-18,True
693,LAB_LG40868-8_median,78.05799790016506,1.46574125198037e-18,True
694,LAB_LG40868-8_amax,82.0112936704346,2.0607194797354314e-19,True
714,MED_ANALGESICS__ANTIINFLAMMATORY,69.89577127483963,8.502269369151868e-17,True
715,MED_ANALGESICS__NonNarcotic,361.4883968726407,2.8808864804108513e-77,True
716,MED_ANALGESICS__OPIOID,367.5481207869151,1.7753419808323662e-78,True
722,MED_ANTIANXIETY_AGENTS,98.37935898608585,6.30279402004395e-23,True
725,MED_ANTICOAGULANTS,426.9169456010127,3.0338115311555066e-90,True
727,MED_ANTIDEPRESSANTS,139.61622215353756,1.0680327911203296e-31,True
728,MED_ANTIDIABETICS,95.83263242696941,2.21318342539272e-22,True
731,MED_ANTIEMETICS,360.9194187315751,3.743264035310451e-77,True
732,MED_ANTIFUNGALS,59.56742143753682,1.4794941069971874e-14,True
736,MED_ANTIINFECTIVE_AGENTS__MISC,91.6556259050836,1.7407448542992985e-21,True
745,MED_ASSORTED_CLASSES,76.47703148293387,3.2149099027841138e-18,True
746,MED_BETA_BLOCKERS,111.8948380297705,8.173068898279467e-26,True
755,MED_DERMATOLOGICALS,64.91280594262012,1.0213333527030885e-15,True
756,MED_DIAGNOSTIC_PRODUCTS,501.20641970515345,9.569393794135902e-105,True
759,MED_DIURETICS,129.64720754283695,1.3767460960067383e-29,True
762,MED_FLUOROQUINOLONES,64.96622856166762,9.944427066549802e-16,True
763,MED_GASTROINTESTINAL_AGENTS__MISC,76.60397841203552,3.018356755969775e-18,True
770,MED_HYPNOTICS,201.20370498927105,1.3207738164661475e-44,True
771,MED_LAXATIVES,88.26721574917094,9.296532691711146e-21,True
772,MED_LOCAL_ANESTHETICSParenteral,69.04526835934224,1.2990897907519246e-16,True
776,MED_MINERALS__ELECTROLYTES,211.24025132667438,1.089700821113382e-46,True
777,MED_MOUTHTHROATDENTAL_AGENTS,110.16819875352584,1.9077423911228688e-25,True
781,MED_NEUROMUSCULAR_AGENTS,137.19890731735825,3.4651693147158634e-31,True
786,MED_PENICILLINS,65.35890805602013,8.173603790811815e-16,True
794,MED_ULCER_DRUGS,395.4465119410632,5.005809714396421e-84,True
