,feature,scores,pvalues,support
1230,ICD_Dx_56400,29.87426609745443,4.8880804433552904e-08,True
1243,ICD_Dx_56722,262.9664605250206,2.4160021733373935e-57,True
1249,ICD_Dx_56789,34.0688262590657,5.737271055597868e-09,True
1250,ICD_Dx_5679,30.524799127149752,3.503886316228322e-08,True
1253,ICD_Dx_56889,38.73119966370434,5.358922299239855e-10,True
1273,ICD_Dx_5699,34.06882625906598,5.737271055596706e-09,True
1282,ICD_Dx_5720,20.35634672827504,6.610647827163381e-06,True
1339,ICD_Dx_5845,52.20356071195157,5.951900247520353e-13,True
1341,ICD_Dx_5849,27.731504358537947,1.466293929651046e-07,True
1410,ICD_Dx_60886,26.482472521756762,2.78578714453971e-07,True
1434,ICD_Dx_6144,55.2492347085566,1.288976129149895e-13,True
1511,ICD_Dx_6822,218.0544412538246,4.2246523391905065e-48,True
1517,ICD_Dx_6829,59.391927063055434,1.6153994192649757e-14,True
1565,ICD_Dx_70709,23.91598108855604,1.0454729875268225e-06,True
1616,ICD_Dx_71595,18.897048966151182,1.4136227546542393e-05,True
1815,ICD_Dx_75683,18.897048966151164,1.4136227546542393e-05,True
1819,ICD_Dx_75889,34.14926652933509,5.506844047464156e-09,True
1825,ICD_Dx_78009,64.70603755191489,1.1324519044100196e-15,True
1826,ICD_Dx_7801,37.98119742701593,7.841803250615518e-10,True
1836,ICD_Dx_78060,36.696844453601386,1.505921047114224e-09,True
1846,ICD_Dx_78096,43.76836294793424,4.180237338584619e-11,True
1847,ICD_Dx_78097,23.134853285544136,1.5653349445586398e-06,True
1853,ICD_Dx_7818,18.897048966151157,1.4136227546542393e-05,True
1873,ICD_Dx_7837,21.39044032226783,3.863565582821079e-06,True
1881,ICD_Dx_7847,25.485149679404426,4.654447373090629e-07,True
1884,ICD_Dx_7850,43.629533867353814,4.4841355160106065e-11,True
1888,ICD_Dx_78550,31.778662073521836,1.845753144188361e-08,True
1890,ICD_Dx_78552,68.3520775842524,1.835446473643535e-16,True
1910,ICD_Dx_78701,35.59801358523477,2.6333849409365222e-09,True
1922,ICD_Dx_78791,34.364045496327776,4.936010673588602e-09,True
1923,ICD_Dx_78799,21.016637766862992,4.690792272780152e-06,True
1926,ICD_Dx_78820,20.43993012062967,6.32952632783624e-06,True
1943,ICD_Dx_78900,29.093309389004723,7.292325807215938e-08,True
1959,ICD_Dx_78959,78.96588150450498,9.338306591059223e-19,True
1973,ICD_Dx_7906,24.512584449419816,7.68397988445518e-07,True
1982,ICD_Dx_7917,18.89704896615119,1.4136227546542393e-05,True
2015,ICD_Dx_79902,45.17179867198997,2.0571507417838568e-11,True
2025,ICD_Dx_79989,23.9159810885552,1.0454729875273535e-06,True
2027,ICD_Dx_8052,18.89704896615114,1.4136227546542393e-05,True
2071,ICD_Dx_8793,25.485149679404387,4.654447373090629e-07,True
2163,ICD_Dx_99591,105.08907683954371,2.315359107349246e-24,True
2164,ICD_Dx_99592,76.94189655180547,2.5517988697602023e-18,True
2173,ICD_Dx_99659,32.81919294928227,1.0850623029305915e-08,True
2200,ICD_Dx_99749,132.49004714801075,3.439096065891308e-30,True
2208,ICD_Dx_99802,37.98119742701652,7.84180325061407e-10,True
2216,ICD_Dx_99832,27.745999716641368,1.455422801864141e-07,True
2218,ICD_Dx_99859,285.03842884733643,7.5574086013807925e-62,True
2266,ICD_Dx_A419,133.88010380340296,1.746101053911518e-30,True
2343,ICD_Dx_B9629,23.915981088555824,1.0454729875270992e-06,True
2345,ICD_Dx_B964,31.778662073522693,1.845753144187535e-08,True
2350,ICD_Dx_B9689,29.225674906548047,6.814104930657882e-08,True
2355,ICD_Dx_B999,26.271635276059477,3.1048905821302756e-07,True
2374,ICD_Dx_C170,39.18752690576218,4.2513893871590573e-10,True
2398,ICD_Dx_C228,23.915981088554354,1.0454729875278755e-06,True
2411,ICD_Dx_C259,42.396961770057324,8.363839981471317e-11,True
2418,ICD_Dx_C342,18.89704896615119,1.4136227546542393e-05,True
2454,ICD_Dx_C44529,18.89704896615115,1.4136227546542393e-05,True
2560,ICD_Dx_C772,39.977653705990214,2.8478988884491784e-10,True
2833,ICD_Dx_D484,18.897048966151196,1.4136227546542393e-05,True
2853,ICD_Dx_D531,18.89704896615116,1.4136227546542393e-05,True
2868,ICD_Dx_D62,55.26057427996959,1.2816612737115017e-13,True
2878,ICD_Dx_D682,18.89704896615115,1.4136227546542393e-05,True
2883,ICD_Dx_D6859,24.246328443124785,8.815563256066931e-07,True
2888,ICD_Dx_D689,28.42919103623338,1.0250313797166647e-07,True
2908,ICD_Dx_D72829,119.72684712179137,1.7580903486545794e-27,True
2935,ICD_Dx_D869,18.897048966151175,1.4136227546542393e-05,True
2944,ICD_Dx_E034,18.897048966151143,1.4136227546542393e-05,True
3016,ICD_Dx_E1165,19.182466175787567,1.2180989234562411e-05,True
3019,ICD_Dx_E119,19.482861070686983,1.0415678410584392e-05,True
3026,ICD_Dx_E1365,23.915981088555476,1.0454729875273535e-06,True
3042,ICD_Dx_E240,18.89704896615116,1.4136227546542393e-05,True
3061,ICD_Dx_E43,40.68964546983214,1.9852735662754288e-10,True
3065,ICD_Dx_E46,27.714075735795046,1.4794727788245702e-07,True
3107,ICD_Dx_E789,18.897048966151168,1.4136227546542393e-05,True
3134,ICD_Dx_E861,28.782551657376498,8.551513269716408e-08,True
3137,ICD_Dx_E871,21.62128151791388,3.4275770030734836e-06,True
3161,ICD_Dx_E893,18.89704896615116,1.4136227546542393e-05,True
3185,ICD_Dx_F0631,18.89704896615118,1.4136227546542393e-05,True
3296,ICD_Dx_F5102,18.897048966151193,1.4136227546542393e-05,True
3301,ICD_Dx_F59,18.89704896615116,1.4136227546542393e-05,True
3437,ICD_Dx_G5711,18.89704896615117,1.4136227546542393e-05,True
3459,ICD_Dx_G7281,42.3225990828917,8.684541390767079e-11,True
3460,ICD_Dx_G729,23.915981088554776,1.0454729875276248e-06,True
3477,ICD_Dx_G8918,72.30023644337314,2.5669505463720262e-17,True
3494,ICD_Dx_G9340,42.57465723287708,7.64470730354104e-11,True
3577,ICD_Dx_H259,18.89704896615119,1.4136227546542393e-05,True
3591,ICD_Dx_H3530,29.413011931891422,6.190508203534421e-08,True
3605,ICD_Dx_H3552,18.897048966151193,1.4136227546542393e-05,True
3670,ICD_Dx_H9042,18.89704896615116,1.4136227546542393e-05,True
3690,ICD_Dx_I10,29.464302105718975,6.02998078924914e-08,True
3708,ICD_Dx_I201,18.897048966151157,1.4136227546542393e-05,True
3711,ICD_Dx_I2109,18.897048966151157,1.4136227546542393e-05,True
3715,ICD_Dx_I213,20.185180365839962,7.2260950149606955e-06,True
3743,ICD_Dx_I2782,37.98119742701657,7.84180325061407e-10,True
3804,ICD_Dx_I4940,18.89704896615115,1.4136227546542393e-05,True
3825,ICD_Dx_I5181,23.915981088555927,1.0454729875270992e-06,True
3966,ICD_Dx_I776,20.303329519858536,6.79542955757606e-06,True
4069,ICD_Dx_I8501,18.89704896615118,1.4136227546542393e-05,True
4093,ICD_Dx_I959,35.219138950200495,3.193439617314468e-09,True
4097,ICD_Dx_I97121,18.89704896615115,1.4136227546542393e-05,True
4141,ICD_Dx_J150,23.915981088555668,1.0454729875270992e-06,True
4147,ICD_Dx_J156,18.897048966151157,1.4136227546542393e-05,True
4151,ICD_Dx_J181,18.897048966151157,1.4136227546542393e-05,True
4176,ICD_Dx_J3802,18.89704896615116,1.4136227546542393e-05,True
4198,ICD_Dx_J45909,25.36148974911545,4.960574636884597e-07,True
4215,ICD_Dx_J90,55.64112369835759,1.0588543412727303e-13,True
4233,ICD_Dx_J9600,29.855765557638254,4.934599970241712e-08,True
4234,ICD_Dx_J9601,43.39510393761127,5.0483693272197735e-11,True
4238,ICD_Dx_J9612,18.897048966151182,1.4136227546542393e-05,True
4242,ICD_Dx_J9690,36.78475451856846,1.4401076975724296e-09,True
4243,ICD_Dx_J9691,30.589206285561716,3.390321307974101e-08,True
4247,ICD_Dx_J9811,41.31686281703267,1.4449308402420628e-10,True
4280,ICD_Dx_K219,30.076875604853047,4.406502423054936e-08,True
4374,ICD_Dx_K50014,18.89704896615114,1.4136227546542393e-05,True
4382,ICD_Dx_K50119,18.89704896615114,1.4136227546542393e-05,True
4386,ICD_Dx_K50814,30.324908617617325,3.881199843464741e-08,True
4421,ICD_Dx_K529,31.483496257603857,2.1461951458439624e-08,True
4442,ICD_Dx_K561,31.096952540434007,2.6150134037740038e-08,True
4443,ICD_Dx_K562,23.31809966339567,1.4238456117896194e-06,True
4448,ICD_Dx_K5660,19.34351267790205,1.1200134416561596e-05,True
4450,ICD_Dx_K567,76.70174485549774,2.8752204477294662e-18,True
4499,ICD_Dx_K631,40.26995339848748,2.4557310066000634e-10,True
4500,ICD_Dx_K632,43.56023355942596,4.644015728603815e-11,True
4504,ICD_Dx_K6389,23.737518016833533,1.146412692269503e-06,True
4510,ICD_Dx_K648,20.18518036584099,7.226095014957295e-06,True
4512,ICD_Dx_K650,20.185180365841052,7.226095014957295e-06,True
4513,ICD_Dx_K651,584.320077382157,1.0985197262292204e-120,True
4515,ICD_Dx_K654,25.706427614043193,4.153167063672509e-07,True
4516,ICD_Dx_K658,21.33343483012045,3.9795461806677245e-06,True
4517,ICD_Dx_K659,18.928144535730063,1.3908738027437413e-05,True
4518,ICD_Dx_K660,27.505569003204986,1.6466582843691657e-07,True
4520,ICD_Dx_K668,22.22262483269867,2.509783121046354e-06,True
4522,ICD_Dx_K6811,41.28196546643969,1.4706925995408693e-10,True
4527,ICD_Dx_K7011,18.89704896615118,1.4136227546542393e-05,True
4529,ICD_Dx_K7031,26.821672347031964,2.3399430756796537e-07,True
4530,ICD_Dx_K7040,18.89704896615118,1.4136227546542393e-05,True
4544,ICD_Dx_K750,76.62593517581448,2.9856019688523567e-18,True
4556,ICD_Dx_K7681,18.89704896615118,1.4136227546542393e-05,True
4628,ICD_Dx_K868,30.788001503855813,3.0625409879845607e-08,True
4641,ICD_Dx_K913,21.191553954318703,4.283617062819856e-06,True
4647,ICD_Dx_K91840,33.33799174029298,8.327524873554918e-09,True
4648,ICD_Dx_K91841,23.91598108855468,1.0454729875276248e-06,True
4650,ICD_Dx_K91858,18.897048966151196,1.4136227546542393e-05,True
4652,ICD_Dx_K91870,25.70642761404325,4.153167063672509e-07,True
4655,ICD_Dx_K9189,256.5151091752973,5.062814929892041e-56,True
4682,ICD_Dx_L02211,237.93242427355503,3.327714902451533e-52,True
4684,ICD_Dx_L02213,23.915981088556272,1.0454729875268225e-06,True
4699,ICD_Dx_L0291,34.06882625906574,5.737271055597868e-09,True
4710,ICD_Dx_L03311,48.66544859635441,3.531619391376516e-12,True
4785,ICD_Dx_L7682,21.390440322268212,3.86356558281996e-06,True
4851,ICD_Dx_L959,18.89704896615116,1.4136227546542393e-05,True
4888,ICD_Dx_L98429,18.89704896615116,1.4136227546542393e-05,True
5018,ICD_Dx_M25519,23.915981088554627,1.0454729875278755e-06,True
5123,ICD_Dx_M4854XS,18.89704896615118,1.4136227546542393e-05,True
5355,ICD_Dx_N179,47.06772981584916,7.902058655631138e-12,True
5484,ICD_Dx_N739,19.076642758103922,1.2872050093303124e-05,True
5635,ICD_Dx_Q458,18.89704896615119,1.4136227546542393e-05,True
5663,ICD_Dx_R000,144.60870109678507,9.420068613430742e-33,True
5676,ICD_Dx_R0602,19.441565506833246,1.064221399795338e-05,True
5681,ICD_Dx_R0682,19.84947655492295,8.605361716512636e-06,True
5718,ICD_Dx_R1084,20.31468187946696,6.755431415153602e-06,True
5719,ICD_Dx_R109,73.23758567459524,1.6099057443479933e-17,True
5720,ICD_Dx_R110,26.368301170671067,2.9542725186423664e-07,True
5732,ICD_Dx_R140,23.387038095527785,1.3740027840753087e-06,True
5744,ICD_Dx_R188,217.51453082082924,5.464371325976976e-48,True
5761,ICD_Dx_R203,18.897048966151143,1.4136227546542393e-05,True
5781,ICD_Dx_R239,18.89704896615116,1.4136227546542393e-05,True
5841,ICD_Dx_R40241,19.07664275810479,1.2872050093296332e-05,True
5849,ICD_Dx_R410,48.427358794648605,3.981740631023438e-12,True
5853,ICD_Dx_R4182,20.251310068464708,6.981775140382136e-06,True
5882,ICD_Dx_R509,130.7873582218341,7.892058774424191e-30,True
5884,ICD_Dx_R52,43.62325679373487,4.4983872099643994e-11,True
5886,ICD_Dx_R531,19.31496300824021,1.13680391108093e-05,True
5916,ICD_Dx_R6510,54.034896115276744,2.371458594905046e-13,True
5918,ICD_Dx_R6520,29.638957659167655,5.513993461506233e-08,True
5919,ICD_Dx_R6521,64.96603687809042,9.94537913820112e-16,True
6077,ICD_Dx_S299XXD,18.897048966151193,1.4136227546542393e-05,True
6091,ICD_Dx_S31109A,18.934915677750542,1.3859691332865035e-05,True
6116,ICD_Dx_S35338A,18.89704896615115,1.4136227546542393e-05,True
6146,ICD_Dx_S3729XA,18.89704896615119,1.4136227546542393e-05,True
6293,ICD_Dx_T17810A,18.897048966151193,1.4136227546542393e-05,True
6483,ICD_Dx_T380X5A,22.281390447089453,2.434544228812997e-06,True
6507,ICD_Dx_T413X5A,18.89704896615119,1.4136227546542393e-05,True
6532,ICD_Dx_T503X5A,18.897048966151193,1.4136227546542393e-05,True
6569,ICD_Dx_T80212A,18.897048966151196,1.4136227546542393e-05,True
6571,ICD_Dx_T80219A,18.89704896615119,1.4136227546542393e-05,True
6577,ICD_Dx_T8112XA,41.28196546643961,1.4706925995408693e-10,True
6578,ICD_Dx_T8112XD,37.98119742701675,7.841803250611814e-10,True
6583,ICD_Dx_T8131XA,29.14745432377809,7.092768761616353e-08,True
6588,ICD_Dx_T814XXA,859.2983662843957,1.9774981788696466e-171,True
6589,ICD_Dx_T814XXD,178.4775979042734,7.22533224356695e-40,True
6614,ICD_Dx_T827XXA,31.596112954685616,2.026178335159393e-08,True
6618,ICD_Dx_T82838A,23.915981088555803,1.0454729875270992e-06,True
6674,ICD_Dx_T85638A,18.897048966151175,1.4136227546542393e-05,True
6682,ICD_Dx_T8579XA,25.28196909063594,5.168021453108642e-07,True
6743,ICD_Dx_V0980,18.89704896615114,1.4136227546542393e-05,True
6771,ICD_Dx_V1088,18.89704896615119,1.4136227546542393e-05,True
6826,ICD_Dx_V1506,37.103112223306496,1.2249726402147974e-09,True
6842,ICD_Dx_V160,46.752357371462374,9.264524001358229e-12,True
6946,ICD_Dx_V4611,35.997989569863925,2.1485144012248123e-09,True
6964,ICD_Dx_V4987,22.688245122726023,1.9721579549225723e-06,True
6990,ICD_Dx_V561,18.897048966151157,1.4136227546542393e-05,True
7001,ICD_Dx_V5843,28.223043687257,1.1393663465329404e-07,True
7018,ICD_Dx_V5875,79.41825161408234,7.459996822357627e-19,True
7023,ICD_Dx_V5882,27.198310401656236,1.9281720155555339e-07,True
7081,ICD_Dx_V7283,23.43531922488944,1.340141322693185e-06,True
7094,ICD_Dx_V7791,23.91598108855612,1.0454729875268225e-06,True
7106,ICD_Dx_V8522,21.01663776686326,4.690792272778669e-06,True
7135,ICD_Dx_V8812,18.89704896615119,1.4136227546542393e-05,True
7208,ICD_Dx_Z1611,18.897048966151193,1.4136227546542393e-05,True
7328,ICD_Dx_Z48815,67.22370240503965,3.2223843115980034e-16,True
7419,ICD_Dx_Z792,19.362916581355485,1.1087441528796091e-05,True
7463,ICD_Dx_Z8501,25.40113505014459,4.860292321819152e-07,True
7515,ICD_Dx_Z86711,48.97616981146019,3.0199048311713373e-12,True
7516,ICD_Dx_Z86718,29.6194015771973,5.569494861544201e-08,True
7542,ICD_Dx_Z87890,18.897048966151146,1.4136227546542393e-05,True
7543,ICD_Dx_Z87891,27.394693572332947,1.743146396291491e-07,True
7546,ICD_Dx_Z880,31.100830988044553,2.6098334722817177e-08,True
7551,ICD_Dx_Z885,30.063231258429443,4.437384798196698e-08,True
7597,ICD_Dx_Z9049,66.58689821073006,4.4277231187356045e-16,True
7605,ICD_Dx_Z9089,18.9281445357301,1.3908738027437413e-05,True
7635,ICD_Dx_Z932,26.384526764624805,2.929718946098071e-07,True
7653,ICD_Dx_Z949,18.89704896615118,1.4136227546542393e-05,True
7685,ICD_Dx_Z978,183.28073311681996,7.163220998165674e-41,True
7703,ICD_Dx_Z9911,29.907949408567998,4.8045097062995765e-08,True
7706,ICD_Dx_Z9981,26.153648314934433,3.299206350311515e-07,True
7732,LAB_14804-9_amin,19.48954262450906,1.0379483342068965e-05,True
7733,LAB_14804-9_mean,33.805275569755054,6.562102536398325e-09,True
7734,LAB_14804-9_median,33.86671756884867,6.359768052083753e-09,True
7735,LAB_14804-9_amax,27.04120978245619,2.090271261664756e-07,True
7737,LAB_14979-9_mean,24.87800865835395,6.364184572063499e-07,True
7738,LAB_14979-9_median,19.295423152231283,1.1484411227235212e-05,True
7739,LAB_14979-9_amax,33.659233872837966,7.0693002205228606e-09,True
7752,LAB_17861-6_amin,99.68651602720351,3.309302927750979e-23,True
7753,LAB_17861-6_mean,37.81642882148942,8.526160441746669e-10,True
7754,LAB_17861-6_median,35.66924807284379,2.53964152511019e-09,True
7764,LAB_19023-1_amin,48.82912627211408,3.2520880029886736e-12,True
7767,LAB_19023-1_amax,46.438296199266034,1.0855079739166619e-11,True
7768,LAB_19123-9_amin,34.19972509897706,5.367058130111052e-09,True
7771,LAB_19123-9_amax,26.64754280623989,2.559077472275561e-07,True
7788,LAB_19218-7_amin,48.744120153297835,3.3943811906673737e-12,True
7789,LAB_19218-7_mean,19.677503878330334,9.411433828208614e-06,True
7816,LAB_1968-7_amin,32.09039169975657,1.5740765783009326e-08,True
7817,LAB_1968-7_mean,35.18485387226085,3.2496634312643645e-09,True
7818,LAB_1968-7_median,37.31329953898023,1.1008909902469076e-09,True
7819,LAB_1968-7_amax,32.89331774204531,1.044789171779906e-08,True
7821,LAB_1975-2_mean,21.324691056563164,3.99764245631494e-06,True
7823,LAB_1975-2_amax,33.20172391987774,8.926881125861507e-09,True
7824,LAB_2019-8_amin,21.172195936177584,4.326874263821098e-06,True
7832,LAB_2028-9_amin,87.03785054492542,1.7081285444373955e-20,True
7835,LAB_2028-9_amax,61.496637968698316,5.633339875023025e-15,True
7837,LAB_20482-6_mean,87.09111270976727,1.6636871356130593e-20,True
7838,LAB_20482-6_median,86.57651102638133,2.146330028233849e-20,True
7839,LAB_20482-6_amax,157.4754470140952,1.832995741422421e-35,True
7844,LAB_20570-8_amin,145.84436675329098,5.167547405252838e-33,True
7845,LAB_20570-8_mean,80.94806015083881,3.4917628088811113e-19,True
7846,LAB_20570-8_median,87.29711128516281,1.502427894890799e-20,True
7856,LAB_2075-0_amin,190.18266775807257,2.6001326670286354e-42,True
7857,LAB_2075-0_mean,24.27619282581929,8.680737125121569e-07,True
7858,LAB_2075-0_median,20.00483475915682,7.936931446627344e-06,True
7911,LAB_2345-7_amax,45.13909585641682,2.0914051688672946e-11,True
7923,LAB_2518-9_amax,28.48978808918412,9.93663869475772e-08,True
7927,LAB_2519-7_amax,22.393446715096207,2.29729227817679e-06,True
7936,LAB_26453-1_amin,127.94570382700687,3.159750462169445e-29,True
7937,LAB_26453-1_mean,71.29098066962266,4.2429466895252775e-17,True
7938,LAB_26453-1_median,78.89927478792836,9.652277067506897e-19,True
7941,LAB_26464-8_mean,89.39282716344393,5.327488643426151e-21,True
7942,LAB_26464-8_median,83.95451827527904,7.864638082755382e-20,True
7943,LAB_26464-8_amax,227.20119138744252,5.431936714183795e-50,True
7948,LAB_26508-2_amin,28.2586762132063,1.1187270976630915e-07,True
7949,LAB_26508-2_mean,49.02291183690554,2.949633261955867e-12,True
7950,LAB_26508-2_median,57.71457899739359,3.743205862692319e-14,True
7951,LAB_26508-2_amax,107.51627539278164,7.019877629313622e-25,True
7953,LAB_26511-6_mean,47.15671787169101,7.55526757569612e-12,True
7954,LAB_26511-6_median,39.588100641631044,3.4697661637551145e-10,True
7955,LAB_26511-6_amax,100.96164880189984,1.76568659831748e-23,True
7957,LAB_26515-7_mean,190.61003775473188,2.1179198768168796e-42,True
7958,LAB_26515-7_median,154.48589879971195,7.801120624668911e-35,True
7959,LAB_26515-7_amax,429.4415160286783,9.664222549714215e-91,True
7975,LAB_2744-1_amax,46.277167131764685,1.1774473806126254e-11,True
7983,LAB_2777-1_amax,37.69296609671332,9.077891477711764e-10,True
7984,LAB_2823-3_amin,135.15053798841237,9.400092100253054e-31,True
7987,LAB_2823-3_amax,30.15341908242487,4.2372067688754043e-08,True
7992,LAB_28539-5_amin,33.89885954396275,6.256424049927945e-09,True
7996,LAB_28540-3_amin,93.59414901835947,6.68151736148917e-22,True
7997,LAB_28540-3_mean,19.99662087340005,7.970929131513777e-06,True
7998,LAB_28540-3_median,20.26595282627753,6.928808436991559e-06,True
8004,LAB_2862-1_amin,190.5821333744712,2.1464754939969207e-42,True
8005,LAB_2862-1_mean,174.83521624369217,4.177298050363123e-39,True
8006,LAB_2862-1_median,181.0797642639686,2.0649179703866833e-40,True
8007,LAB_2862-1_amax,116.74162527654254,7.587176810891857e-27,True
8008,LAB_2885-2_amin,59.29607518654611,1.6948345545006598e-14,True
8009,LAB_2885-2_mean,36.18946391154937,1.9491397583049145e-09,True
8010,LAB_2885-2_median,40.13234691337924,2.6331170167971743e-10,True
8012,LAB_2951-2_amin,132.75992093541254,3.0149714883066923e-30,True
8014,LAB_2951-2_median,26.054298482866123,3.4722575991780916e-07,True
8015,LAB_2951-2_amax,26.44119406452007,2.8455607960789153e-07,True
8032,LAB_30313-1_amin,38.323273508632184,6.591617061807295e-10,True
8041,LAB_30385-9_mean,39.98169368557003,2.8420724505927677e-10,True
8042,LAB_30385-9_median,36.26269789380278,1.87788113846133e-09,True
8043,LAB_30385-9_amax,77.30787216251913,2.127544034962704e-18,True
8063,LAB_3094-0_amax,79.64574310617262,6.663444384441882e-19,True
8068,LAB_3255-7_amin,20.624353385456864,5.7509738127147424e-06,True
8069,LAB_3255-7_mean,23.956324585195013,1.0239192700468903e-06,True
8070,LAB_3255-7_median,23.646108568321317,1.2018446728291715e-06,True
8071,LAB_3255-7_amax,25.496725665343263,4.626778845878562e-07,True
8080,LAB_32717-1_amin,49.177032456928345,2.7293225993139117e-12,True
8091,LAB_33037-3_amax,102.36473947904341,8.848057088988735e-24,True
8100,LAB_39791-9_amin,22.108307979031157,2.662897809640376e-06,True
8101,LAB_39791-9_mean,32.913645553027195,1.0340088496165538e-08,True
8102,LAB_39791-9_median,34.15122848930596,5.501341252455908e-09,True
8128,LAB_5803-2_amin,41.202261831796726,1.5312694218054476e-10,True
8129,LAB_5803-2_mean,21.768492070189705,3.1756896826736533e-06,True
8130,LAB_5803-2_median,21.891464388567442,2.9795751878119075e-06,True
8135,LAB_5811-5_amax,32.42366581173728,1.3277769764864527e-08,True
8137,LAB_5902-2_mean,21.211274959563927,4.2399951639447056e-06,True
8139,LAB_5902-2_amax,35.55099882614263,2.69714688207204e-09,True
8140,LAB_5905-5_amin,51.87170366952285,7.032659304988178e-13,True
8143,LAB_5905-5_amax,64.25106785015905,1.4214354376212137e-15,True
8144,LAB_59470-5_amin,23.089294096543973,1.6026504375980248e-06,True
8149,LAB_59471-3_mean,21.391438506587757,3.861565248051236e-06,True
8150,LAB_59471-3_median,20.629897271462372,5.734429647228317e-06,True
8151,LAB_59471-3_amax,19.025651727308695,1.3218968437835641e-05,True
8155,LAB_6301-6_amax,23.10924434103446,1.5862014610816252e-06,True
8157,LAB_6690-2_mean,89.42401068014424,5.245963203172361e-21,True
8158,LAB_6690-2_median,83.43881432547637,1.0154771872030254e-19,True
8159,LAB_6690-2_amax,227.1938740008073,5.450867342320644e-50,True
8160,LAB_6768-6_amin,30.471749114234747,3.600284204132177e-08,True
